parent,cat,word,word_level,pos
,,管理百科,120,n
,,经济百科,120,n
经济百科,categories,工业,119,n
,,金融百科,120,n
,,法律百科,120,n
,,行业百科,120,n
行业百科,categories,工业,119,n
,,综合条目,120,n
工业,categories,钢铁,118,n
工业,categories,重工业公司,118,n
工业,word,工业,118,n
工业,word,玻璃,118,n
工业,word,备件图册,118,n
工业,word,备件卡,118,n
工业,word,采掘工业,118,n
工业,word,传统工业区,118,n
工业,word,纯碱工业,118,n
工业,word,城市工业区,118,n
工业,word,拆船业,118,n
工业,word,都市型工业,118,n
工业,word,电子工业,118,n
工业,word,电力工业,118,n
工业,word,单位产品综合能源消耗,118,n
工业,word,动载荷,118,n
工业,word,低碳工业,118,n
工业,word,电气自动化,118,n
工业,word,大数据工业,118,n
工业,word,地区工业发展战略,118,n
工业,word,Ethernet/IP,118,n
工业,word,纺织工业,118,n
工业,word,分水岭工业,118,n
工业,word,工业区位论,118,n
工业,word,工业经济学,118,n
工业,word,工业生产指数,118,n
工业,word,工业心理学,118,n
工业,word,工业产权,118,n
工业,word,工业化,118,n
工业,word,工业总产值,118,n
工业,word,工业销售产值,118,n
工业,word,工业增加值,118,n
工业,word,工业中间投入,118,n
工业,word,工业产品产量,118,n
工业,word,工业商品产值,118,n
工业,word,工业生产净值,118,n
工业,word,工业品,118,n
工业,word,工业品比价,118,n
工业,word,工业会计,118,n
工业,word,工业品采购,118,n
工业,word,工业增加值率,118,n
工业,word,工业产品销售率,118,n
工业,word,工业现代化,118,n
工业,word,工业地产,118,n
工业,word,工业净产值,118,n
工业,word,工业贷款,118,n
工业,word,工业设计,118,n
工业,word,工业化率,118,n
工业,word,工业成本费用利润率,118,n
工业,word,工业生产发展速度,118,n
工业,word,工业社会,118,n
工业,word,工业企业自销,118,n
工业,word,工业品品牌,118,n
工业,word,工业品购销差价,118,n
工业,word,工业生产专业化,118,n
工业,word,工业生产协作,118,n
工业,word,工业信贷,118,n
工业,word,工业统计学,118,n
工业,word,工业经济管理,118,n
工业,word,工业部门结构,118,n
工业,word,工业生产计划,118,n
工业,word,工业生产集约化,118,n
工业,word,工业计量管理,118,n
工业,word,工业生产增长速度,118,n
工业,word,过程工业,118,n
工业,word,工业产权投资,118,n
工业,word,工业联合,118,n
工业,word,工业生态学,118,n
工业,word,工业广告,118,n
工业,word,工业旅游,118,n
工业,word,工业布局战略,118,n
工业,word,工业布局,118,n
工业,word,工业消费者,118,n
工业,word,工业体系,118,n
工业,word,工业设备数量,118,n
工业,word,工业商誉,118,n
工业,word,工业经济效益,118,n
工业,word,工业股,118,n
工业,word,工业自动化,118,n
工业,word,工业园区化,118,n
工业,word,工业企业管理,118,n
工业,word,工序单位能耗,118,n
