parent,cat,word,word_level,pos
,,管理百科,120,n
,,经济百科,120,n
,,金融百科,120,n
,,法律百科,120,n
,,行业百科,120,n
行业百科,categories,百货,119,n
行业百科,categories,办公用品,119,n
行业百科,categories,会展,119,n
,,综合条目,120,n
会展,word,会展,118,n
会展,word,标准展位,118,n
会展,word,布展,118,n
会展,word,城市会展经济,118,n
会展,word,参展商,118,n
会展,word,撤展,118,n
会展,word,会展经济,118,n
会展,word,会展物流,118,n
会展,word,会展旅游,118,n
会展,word,会展策划师,118,n
会展,word,会展旅游产品,118,n
会展,word,会展旅游者,118,n
会展,word,会展旅游业,118,n
会展,word,会展物流服务商,118,n
会展,word,会展产业,118,n
会展,word,会展信息化管理,118,n
会展,word,会展物流管理,118,n
会展,word,会展物流系统,118,n
会展,word,会展物流信息,118,n
会展,word,会展场馆,118,n
会展,word,会议中心,118,n
会展,word,会展品牌营销,118,n
会展,word,会展财务管理,118,n
会展,word,会展风险管理,118,n
会展,word,会展定位,118,n
会展,word,会展定价,118,n
会展,word,会展客户关系管理,118,n
会展,word,会展管理信息系统,118,n
会展,word,会展电子商务,118,n
会展,word,会展营销管理,118,n
会展,word,会展组织,118,n
会展,word,会展人才,118,n
会展,word,会展策划,118,n
会展,word,会展企业,118,n
会展,word,会展规划,118,n
会展,word,会展市场,118,n
会展,word,会展设施,118,n
会展,word,会展接待,118,n
会展,word,会议评估,118,n
会展,word,会展策划书,118,n
会展,word,会展产业生态化,118,n
会展,word,会展教育,118,n
会展,word,会展产业集群,118,n
会展,word,会展广告,118,n
会展,word,会展管理体制,118,n
会展,word,会展旅游品牌,118,n
会展,word,会展文化,118,n
会展,word,会展旅游产业链,118,n
会展,word,会展产业链,118,n
会展,word,会展旅游安全管理,118,n
会展,word,绿色会展,118,n
会展,word,会展设计,118,n
会展,word,会展设计项目管理,118,n
会展,word,会展拉动效应,118,n
会展,word,会展主题,118,n
会展,word,会展营销师,118,n
会展,word,会展艺术,118,n
会展,word,会展活动,118,n
会展,word,奖励旅游,118,n
会展,word,节事营销,118,n
会展,word,农业会展旅游,118,n
会展,word,农业会展,118,n
会展,word,品牌展览会,118,n
会展,word,数字展厅,118,n
会展,word,特装展位,118,n
会展,word,网上会展,118,n
会展,word,文化会展,118,n
会展,word,虚拟会展,118,n
会展,word,展会营销,118,n
会展,word,展览展销,118,n
会展,word,展品运输,118,n
会展,word,展品运输代理,118,n
会展,word,展览旅游,118,n
会展,word,组展商,118,n
会展,word,专业观众,118,n
会展,word,展览服务商,118,n
会展,word,招展,118,n
会展,word,展会招商,118,n
会展,word,展品,118,n
会展,word,展会会刊,118,n
会展,word,专业性展览会,118,n
会展,word,综合性展览会,118,n
会展,word,展览业,118,n
